Week,Retailer,Sales Gold NZ BL,Sales Gold NZ ZR
15/07/2019,Eland,613,613
15/07/2019,Emart,12492.81888,12492.81888
15/07/2019,Emart traders,4774.43447,4774.43447
15/07/2019,Homeplus Express,3555.38484,3555.38484
15/07/2019,Mega Mart,2303.346939,2303.346939
15/07/2019,Costco Korea,22351,22351
15/07/2019,VIC Market,519,519
15/07/2019,Hyundae Department,2092.71137,2092.71137
15/07/2019,Market 999,40.02332362,40.02332362
15/07/2019,Homeplus 365,8.454810496,8.454810496
15/07/2019,Emart24,9.543046154,9.543046154
15/07/2019,Mini Stop,1.161323077,1.161323077
15/07/2019,No Brand,768.7453846,768.7453846
15/07/2019,CU,161,161
15/07/2019,Shinsegae Department,303,303
15/07/2019,Sampling ,1973.679397,1973.679397
15/07/2019,Loss,0,0
15/07/2019,Wholesale,51099.84979,51099.84979
15/07/2019,E-commerce,9213.917904,9213.917904
15/07/2019,Retail,79376.24829,79376.24829
22/07/2019,Lotte Mart,4818.142857,4818.142857
22/07/2019,Lotte super,2127.61516,2127.61516
22/07/2019,Homeplus,7277,7277
22/07/2019,AK Plaza,223,223
22/07/2019,GS Retail,1078,1078
22/07/2019,Lotte Department,198,198
22/07/2019,GS25,40,40
22/07/2019,Emart everyday,514.6034985,514.6034985
22/07/2019,CS Distribution,0,0
22/07/2019,Eland,1513,1513
22/07/2019,Emart,11515.94087,11515.94087
22/07/2019,Emart traders,4062.875671,4062.875671
22/07/2019,Homeplus Express,1651.766764,1651.766764
22/07/2019,Mega Mart,873.4227405,873.4227405
22/07/2019,Costco Korea,12007,12007
22/07/2019,VIC Market,308,308
22/07/2019,Hyundae Department,1618.023324,1618.023324
22/07/2019,Market 999,34.11078717,34.11078717
22/07/2019,Homeplus 365,8.448979592,8.448979592
22/07/2019,Emart24,7.826307692,7.826307692
22/07/2019,Mini Stop,1.211815385,1.211815385
22/07/2019,No Brand,760.1616923,760.1616923
22/07/2019,CU,134.3411079,134.3411079
22/07/2019,Shinsegae Department,332,332
22/07/2019,Sampling ,1111.653583,1111.653583
22/07/2019,Loss,0,0
22/07/2019,Wholesale,43718.6501,43718.6501
22/07/2019,E-commerce,3727.78472,3727.78472
22/07/2019,Retail,51104.49158,51104.49158
29/07/2019,Lotte Mart,11982.28571,11982.28571
29/07/2019,Lotte super,2540.804665,2540.804665
29/07/2019,Homeplus,8515.355685,8515.355685
29/07/2019,AK Plaza,174,174
29/07/2019,GS Retail,882,882
29/07/2019,Lotte Department,330,330
29/07/2019,GS25,438,438
29/07/2019,Emart everyday,1085.008746,1085.008746
29/07/2019,CS Distribution,0,0
29/07/2019,Eland,1008,1008
29/07/2019,Emart,14562.6606,14562.6606
29/07/2019,Emart traders,5749.6456,5749.6456
29/07/2019,Homeplus Express,2535.498542,2535.498542
29/07/2019,Mega Mart,1631.860058,1631.860058
29/07/2019,Costco Korea,32115,32115
29/07/2019,VIC Market,377,377
29/07/2019,Hyundae Department,1719.376093,1719.376093
29/07/2019,Market 999,30.01749271,30.01749271
29/07/2019,Homeplus 365,7.921282799,7.921282799
29/07/2019,Emart24,8,8
29/07/2019,Mini Stop,1.716738462,1.716738462
29/07/2019,No Brand,625.3472308,625.3472308
29/07/2019,CU,112.483965,112.483965
29/07/2019,Shinsegae Department,303,303
29/07/2019,Sampling ,3393.816327,3393.816327
29/07/2019,Loss,0,0
29/07/2019,Wholesale,38532.55163,38532.55163
29/07/2019,E-commerce,3737.913195,3737.913195
29/07/2019,Retail,86734.98241,86734.98241
05/08/2019,Lotte Mart,4989.040816,4989.040816
05/08/2019,Lotte super,4540.623907,4540.623907
05/08/2019,Homeplus,10243.47813,10243.47813
05/08/2019,AK Plaza,267,267
05/08/2019,GS Retail,2298,2298
05/08/2019,Lotte Department,280,280
05/08/2019,GS25,360,360
05/08/2019,Emart everyday,2067.533528,2067.533528
05/08/2019,CS Distribution,0,0
05/08/2019,Eland,7057,7057
05/08/2019,Emart,14796.05003,14796.05003
05/08/2019,Emart traders,5474.108941,5474.108941
05/08/2019,Homeplus Express,2168.163265,2168.163265
05/08/2019,Mega Mart,1528.536443,1528.536443
05/08/2019,Costco Korea,6840,6840
05/08/2019,VIC Market,1385,1385
05/08/2019,Hyundae Department,1822.865889,1822.865889
05/08/2019,Market 999,34.98542274,34.98542274
05/08/2019,Homeplus 365,4.081632653,4.081632653
05/08/2019,Emart24,7.775815385,7.775815385
05/08/2019,Mini Stop,1.3128,1.3128
05/08/2019,No Brand,907.8516923,907.8516923
05/08/2019,CU,138.0058309,138.0058309
05/08/2019,Shinsegae Department,666,666
05/08/2019,Sampling ,1009.877551,1009.877551
05/08/2019,Loss,0,0
05/08/2019,Wholesale,60510.66935,60510.66935
05/08/2019,E-commerce,3263.000878,3263.000878
05/08/2019,Retail,67877.41415,67877.41415
12/08/2019,Lotte Mart,11184.97959,11184.97959
12/08/2019,Lotte super,2116.069971,2116.069971
12/08/2019,Homeplus,10649.97085,10649.97085
12/08/2019,AK Plaza,194,194
12/08/2019,GS Retail,1005,1005
12/08/2019,Lotte Department,148,148
12/08/2019,GS25,116,116
12/08/2019,Emart everyday,570.909621,570.909621
12/08/2019,CS Distribution,0,0
12/08/2019,Eland,3376,3376
12/08/2019,Emart,16657.59251,16657.59251
12/08/2019,Emart traders,6189.864083,6189.864083
12/08/2019,Homeplus Express,3015.533528,3015.533528
12/08/2019,Mega Mart,2094.3207,2094.3207
12/08/2019,Costco Korea,11725,11725
12/08/2019,VIC Market,351,351
12/08/2019,Hyundae Department,1773.865889,1773.865889
12/08/2019,Market 999,30.47230321,30.47230321
12/08/2019,Homeplus 365,4.137026239,4.137026239
12/08/2019,Emart24,7.2204,7.2204
12/08/2019,Mini Stop,1.666246154,1.666246154
12/08/2019,No Brand,578.1369231,578.1369231
12/08/2019,CU,129.180758,129.180758
12/08/2019,Shinsegae Department,305,305
12/08/2019,Sampling ,986.7169184,986.7169184
12/08/2019,Loss,0,0
12/08/2019,Wholesale,57703.76892,57703.76892
12/08/2019,E-commerce,3266.530732,3266.530732
12/08/2019,Retail,72223.9204,72223.9204
19/08/2019,Lotte Mart,5227.367347,5227.367347
19/08/2019,Lotte super,2667.702624,2667.702624
19/08/2019,Homeplus,8679.533528,8679.533528
19/08/2019,AK Plaza,322,322
19/08/2019,GS Retail,1820,1820
19/08/2019,Lotte Department,0,0
19/08/2019,GS25,99,99
19/08/2019,Emart everyday,1711.41691,1711.41691
19/08/2019,CS Distribution,0,0
19/08/2019,Eland,350,350
19/08/2019,Emart,17427.35492,17427.35492
19/08/2019,Emart traders,4451.287109,4451.287109
19/08/2019,Homeplus Express,2207.443149,2207.443149
19/08/2019,Mega Mart,967.3702624,967.3702624
19/08/2019,Costco Korea,13240,13240
19/08/2019,VIC Market,276,276
19/08/2019,Hyundae Department,1898.399417,1898.399417
19/08/2019,Market 999,28.65306122,28.65306122
19/08/2019,Homeplus 365,5.102040816,5.102040816
19/08/2019,Emart24,8.836153846,8.836153846
19/08/2019,Mini Stop,0.959353846,0.959353846
19/08/2019,No Brand,922.7469231,922.7469231
19/08/2019,CU,121.7667638,121.7667638
19/08/2019,Shinsegae Department,90,90
19/08/2019,Sampling ,1656,1656
19/08/2019,Loss,0,0
19/08/2019,Wholesale,91360.41886,91360.41886
19/08/2019,E-commerce,6250.80395,6250.80395
19/08/2019,Retail,62522.93956,62522.93956
26/08/2019,Lotte Mart,13182.80758,13182.80758
26/08/2019,Lotte super,3254.918367,3254.918367
26/08/2019,Homeplus,13288.73178,13288.73178
26/08/2019,AK Plaza,209,209
26/08/2019,GS Retail,2696,2696
26/08/2019,Lotte Department,126,126
26/08/2019,GS25,139,139
26/08/2019,Emart everyday,1049.553936,1049.553936
26/08/2019,CS Distribution,0,0
26/08/2019,Eland,3199,3199
26/08/2019,Emart,18130.97951,18130.97951
26/08/2019,Emart traders,11259.95135,11259.95135
26/08/2019,Homeplus Express,4307.609329,4307.609329
26/08/2019,Mega Mart,1948.399417,1948.399417
26/08/2019,Costco Korea,21750,21750
26/08/2019,VIC Market,601,601
26/08/2019,Hyundae Department,2325.801749,2325.801749
26/08/2019,Market 999,35.47521866,35.47521866
26/08/2019,Homeplus 365,14.74635569,14.74635569
26/08/2019,Emart24,8.634184615,8.634184615
26/08/2019,Mini Stop,3.433476923,3.433476923
26/08/2019,No Brand,842.0484629,842.0484629
26/08/2019,CU,123.1720117,123.1720117
26/08/2019,Shinsegae Department,406,406
26/08/2019,Sampling ,956.9312245,956.9312245
26/08/2019,Loss,0,0
26/08/2019,Wholesale,107247.3069,107247.3069
26/08/2019,E-commerce,6007.110945,6007.110945
26/08/2019,Retail,98902.26272,98902.26272
02/09/2019,Lotte Mart,7487.204082,7487.204082
02/09/2019,Lotte super,5248.854227,5248.854227
02/09/2019,Homeplus,13954.50146,13954.50146
02/09/2019,AK Plaza,223,223
02/09/2019,GS Retail,1826,1826
02/09/2019,Lotte Department,50,50
02/09/2019,GS25,603,603
02/09/2019,Emart everyday,3476.673469,3476.673469
02/09/2019,CS Distribution,0,0
02/09/2019,Eland,1789,1789
02/09/2019,Emart,19692.56107,19692.56107
02/09/2019,Emart traders,6688.155218,6688.155218
02/09/2019,Homeplus Express,3636.463557,3636.463557
02/09/2019,Mega Mart,1462.344023,1462.344023
02/09/2019,Costco Korea,19043,19043
02/09/2019,VIC Market,835,835
02/09/2019,Hyundae Department,1678.005831,1678.005831
02/09/2019,Market 999,30.47230321,30.47230321
02/09/2019,Homeplus 365,14.77259475,14.77259475
02/09/2019,Emart24,39.25776923,39.25776923
02/09/2019,Mini Stop,65.51376923,65.51376923
02/09/2019,No Brand,1013.724485,1013.724485
02/09/2019,CU,113.2186589,113.2186589
02/09/2019,Shinsegae Department,349,349
02/09/2019,Sampling ,1133.69,1133.69
02/09/2019,Loss,0,0
02/09/2019,Wholesale,132492.4761,132492.4761
02/09/2019,E-commerce,13162.23061,13162.23061
02/09/2019,Retail,89319.72252,89319.72252
09/09/2019,Lotte Mart,9251.355685,9251.355685
09/09/2019,Lotte super,3525.769679,3525.769679
09/09/2019,Homeplus,11183.43732,11183.43732
09/09/2019,AK Plaza,141,141
09/09/2019,GS Retail,1547,1547
09/09/2019,Lotte Department,0,0
09/09/2019,GS25,188,188
09/09/2019,Emart everyday,1535.291545,1535.291545
09/09/2019,CS Distribution,0,0
09/09/2019,Eland,1379,1379
09/09/2019,Emart,29406.83136,29406.83136
09/09/2019,Emart traders,6119.790047,6119.790047
09/09/2019,Homeplus Express,2690.399417,2690.399417
09/09/2019,Mega Mart,1065.51895,1065.51895
09/09/2019,Costco Korea,21157,21157
09/09/2019,VIC Market,1055,1055
09/09/2019,Hyundae Department,1589.309038,1589.309038
09/09/2019,Market 999,35.48104956,35.48104956
09/09/2019,Homeplus 365,9.411078717,9.411078717
09/09/2019,Emart24,21.48447692,21.48447692
09/09/2019,Mini Stop,100.3534615,100.3534615
09/09/2019,No Brand,666.3939947,666.3939947
09/09/2019,CU,119.8221574,119.8221574
09/09/2019,Shinsegae Department,402,402
09/09/2019,Sampling ,331.8152449,331.8152449
09/09/2019,Loss,0,0
09/09/2019,Wholesale,43714.64388,43714.64388
09/09/2019,E-commerce,5982.232653,5982.232653
09/09/2019,Retail,93189.64926,93189.64926
16/09/2019,Lotte Mart,7476.285714,7476.285714
16/09/2019,Lotte super,4278.145773,4278.145773
16/09/2019,Homeplus,7841.241983,7841.241983
16/09/2019,AK Plaza,194,194
16/09/2019,GS Retail,1624,1624
16/09/2019,Lotte Department,192,192
16/09/2019,GS25,182,182
16/09/2019,Emart everyday,3037.906706,3037.906706
16/09/2019,CS Distribution,0,0
16/09/2019,Eland,5602,5602
16/09/2019,Emart,12343.19238,12343.19238
16/09/2019,Emart traders,4175.158601,4175.158601
16/09/2019,Homeplus Express,2166.64723,2166.64723
16/09/2019,Mega Mart,872.2099125,872.2099125
16/09/2019,Costco Korea,11589,11589
16/09/2019,VIC Market,916,916
16/09/2019,Hyundae Department,1531.262391,1531.262391
16/09/2019,Market 999,38.65889213,38.65889213
16/09/2019,Homeplus 365,11.74052478,11.74052478
16/09/2019,Emart24,9.088615385,9.088615385
16/09/2019,Mini Stop,16.99066154,16.99066154
16/09/2019,No Brand,701.0138714,701.0138714
16/09/2019,CU,133.5714286,133.5714286
16/09/2019,Shinsegae Department,169,169
16/09/2019,Sampling ,1210,1210
16/09/2019,Loss,0,0
16/09/2019,Wholesale,78678.46046,78678.46046
16/09/2019,E-commerce,5213.179592,5213.179592
16/09/2019,Retail,65101.11468,65101.11468
23/09/2019,Lotte Mart,5200.346939,5200.346939
23/09/2019,Lotte super,2778.740525,2778.740525
23/09/2019,Homeplus,9249.236152,9249.236152
23/09/2019,AK Plaza,241,241
23/09/2019,GS Retail,2312,2312
23/09/2019,Lotte Department,115,115
23/09/2019,GS25,290,290
23/09/2019,Emart everyday,763.2274052,763.2274052
23/09/2019,CS Distribution,0,0
23/09/2019,Eland,2464,2464
23/09/2019,Emart,13754.43002,13754.43002
23/09/2019,Emart traders,6547.806063,6547.806063
23/09/2019,Homeplus Express,2048.177843,2048.177843
23/09/2019,Mega Mart,1876.291545,1876.291545
23/09/2019,Costco Korea,7969,7969
23/09/2019,VIC Market,335,335
23/09/2019,Hyundae Department,1722.74344,1722.74344
23/09/2019,Market 999,75.49854227,75.49854227
23/09/2019,Homeplus 365,13.20699708,13.20699708
23/09/2019,Emart24,9.896492308,9.896492308
23/09/2019,Mini Stop,1.413784615,1.413784615
23/09/2019,No Brand,857.1069231,857.1069231
23/09/2019,CU,116.8571429,116.8571429
23/09/2019,Shinsegae Department,295,295
23/09/2019,Sampling ,799.1836735,799.1836735
23/09/2019,Loss,0,0
23/09/2019,Wholesale,77930.20833,77930.20833
23/09/2019,E-commerce,4395.301166,4395.301166
23/09/2019,Retail,59035.97981,59035.97981
30/09/2019,Lotte Mart,11200.28571,11200.28571
30/09/2019,Lotte super,2202.040816,2202.040816
30/09/2019,Homeplus,13501.63848,13501.63848
30/09/2019,AK Plaza,221,221
30/09/2019,GS Retail,939,939
30/09/2019,Lotte Department,283,283
30/09/2019,GS25,1000,1000
30/09/2019,Emart everyday,2043.172012,2043.172012
30/09/2019,CS Distribution,0,0
30/09/2019,Eland,3709,3709
30/09/2019,Emart,22927.02228,22927.02228
30/09/2019,Emart traders,12521.14489,12521.14489
30/09/2019,Homeplus Express,2563.279883,2563.279883
30/09/2019,Mega Mart,821.7376093,821.7376093
30/09/2019,Costco Korea,7181,7181
30/09/2019,VIC Market,1594,1594
30/09/2019,Hyundae Department,1774.993846,1774.993846
30/09/2019,Market 999,37.74927114,37.74927114
30/09/2019,Homeplus 365,14.77259475,14.77259475
30/09/2019,Emart24,10.40141538,10.40141538
30/09/2019,Mini Stop,1.514769231,1.514769231
30/09/2019,No Brand,943.9536923,943.9536923
30/09/2019,CU,141.0787172,141.0787172
30/09/2019,Shinsegae Department,391,391
30/09/2019,Sampling ,877.1020408,877.1020408
30/09/2019,Loss,0,0
30/09/2019,Wholesale,66459.35659,66459.35659
30/09/2019,E-commerce,4731.120408,4731.120408
30/09/2019,Retail,86022.78599,86022.78599
07/10/2019,Lotte Mart,6690.306122,6690.306122
07/10/2019,Lotte super,5617.446064,5617.446064
07/10/2019,Homeplus,8439.973761,8439.973761
07/10/2019,AK Plaza,214,214
07/10/2019,GS Retail,7845,7845
07/10/2019,Lotte Department,115,115
07/10/2019,GS25,579,579
07/10/2019,Emart everyday,1728.145466,1728.145466
07/10/2019,CS Distribution,0,0
07/10/2019,Eland,1879,1879
07/10/2019,Emart,17565.98999,17565.98999
07/10/2019,Emart traders,3118.709132,3118.709132
07/10/2019,Homeplus Express,3462.043732,3462.043732
07/10/2019,Mega Mart,653.6676385,653.6676385
07/10/2019,Costco Korea,8681,8681
07/10/2019,VIC Market,202,202
07/10/2019,Hyundae Department,1324.619755,1324.619755
07/10/2019,Market 999,29.79008746,29.79008746
07/10/2019,Homeplus 365,4.930029155,4.930029155
07/10/2019,Emart24,6.664984615,6.664984615
07/10/2019,Mini Stop,1.060338462,1.060338462
07/10/2019,No Brand,971.8168255,971.8168255
07/10/2019,CU,67.35276968,67.35276968
07/10/2019,Shinsegae Department,562,562
07/10/2019,Sampling ,1485.326531,1485.326531
07/10/2019,Loss,0,0
07/10/2019,Wholesale,71188.57664,71188.57664
07/10/2019,E-commerce,4141.54519,4141.54519
07/10/2019,Retail,69759.51669,69759.51669
14/10/2019,Lotte Mart,11851.28571,11851.28571
14/10/2019,Lotte super,4067.985423,4067.985423
14/10/2019,Homeplus,9960.037901,9960.037901
14/10/2019,AK Plaza,218,218
14/10/2019,GS Retail,2092,2092
14/10/2019,Lotte Department,241,241
14/10/2019,GS25,128,128
14/10/2019,Emart everyday,2191.304046,2191.304046
14/10/2019,CS Distribution,0,0
14/10/2019,Eland,2460,2460
14/10/2019,Emart,20697.73551,20697.73551
14/10/2019,Emart traders,5835.293036,5835.293036
14/10/2019,Homeplus Express,3159.673469,3159.673469
14/10/2019,Mega Mart,1524.174927,1524.174927
14/10/2019,Costco Korea,7623,7623
14/10/2019,VIC Market,458,458
14/10/2019,Hyundae Department,1692.542889,1692.542889
14/10/2019,Market 999,45.25364431,45.25364431
14/10/2019,Homeplus 365,5.014577259,5.014577259
14/10/2019,Emart24,8.500118833,8.500118833
14/10/2019,Mini Stop,0.981988329,0.981988329
14/10/2019,No Brand,1082.781422,1082.781422
14/10/2019,CU,134.4606414,134.4606414
14/10/2019,Shinsegae Department,261,261
14/10/2019,Sampling ,1048.408163,1048.408163
14/10/2019,Loss,-7081.224467,-7081.224467
14/10/2019,Wholesale,35664.0008,35664.0008
14/10/2019,E-commerce,4419.22449,4419.22449
14/10/2019,Retail,75738.02531,75738.02531
21/10/2019,Lotte Mart,4676.489796,4676.489796
21/10/2019,Lotte super,2693.078717,2693.078717
21/10/2019,Homeplus,7348.495627,7348.495627
21/10/2019,AK Plaza,167,167
21/10/2019,GS Retail,1326,1326
21/10/2019,Lotte Department,207,207
21/10/2019,GS25,66,66
21/10/2019,Emart everyday,1281.963751,1281.963751
21/10/2019,CS Distribution,0,0
21/10/2019,Eland,4513,4513
21/10/2019,Emart,15618.42732,15618.42732
21/10/2019,Emart traders,5066.597735,5066.597735
21/10/2019,Homeplus Express,1190.233236,1190.233236
21/10/2019,Mega Mart,849.6443149,849.6443149
21/10/2019,Costco Korea,19194,19194
21/10/2019,VIC Market,236,236
21/10/2019,Hyundae Department,1762.518263,1762.518263
21/10/2019,Market 999,27.28862974,27.28862974
21/10/2019,Homeplus 365,2.758017493,2.758017493
21/10/2019,Emart24,8.374758621,8.374758621
21/10/2019,Mini Stop,1.697586207,1.697586207
21/10/2019,No Brand,685.1806154,685.1806154
21/10/2019,CU,130.7463557,130.7463557
21/10/2019,Shinsegae Department,277,277
21/10/2019,Sampling ,1766.816327,1766.816327
21/10/2019,Loss,70944.09072,70944.09072
21/10/2019,Wholesale,38318.81649,38318.81649
21/10/2019,E-commerce,3805.653061,3805.653061
21/10/2019,Retail,67329.49472,67329.49472
28/10/2019,Lotte Mart,6015.571429,6015.571429
28/10/2019,Lotte super,1347.787172,1347.787172
28/10/2019,Homeplus,9828.991254,9828.991254
28/10/2019,AK Plaza,163,163
28/10/2019,GS Retail,1537,1537
28/10/2019,Lotte Department,98,98
28/10/2019,GS25,52,52
28/10/2019,Emart everyday,1191.485611,1191.485611
28/10/2019,CS Distribution,0,0
28/10/2019,Eland,3443,3443
28/10/2019,Emart,16033.67951,16033.67951
28/10/2019,Emart traders,12479.7198,12479.7198
28/10/2019,Homeplus Express,1352.758017,1352.758017
28/10/2019,Mega Mart,1145.795918,1145.795918
28/10/2019,Costco Korea,7434,7434
28/10/2019,VIC Market,1622,1622
28/10/2019,Hyundae Department,1228.201166,1228.201166
28/10/2019,Market 999,43.30029155,43.30029155
28/10/2019,Homeplus 365,3.760932945,3.760932945
28/10/2019,Emart24,0,0
28/10/2019,Mini Stop,0.679034483,0.679034483
28/10/2019,No Brand,698.9876499,698.9876499
28/10/2019,CU,27.48688047,27.48688047
28/10/2019,Shinsegae Department,684,684
28/10/2019,Sampling ,932.5918367,932.5918367
28/10/2019,Loss,-1279.356698,-1279.356698
28/10/2019,Wholesale,29843.70469,29843.70469
28/10/2019,E-commerce,3456.326531,3456.326531
28/10/2019,Retail,66431.20467,66431.20467
04/11/2019,Lotte Mart,13024.14286,13024.14286
04/11/2019,Lotte super,2034.822157,2034.822157
04/11/2019,Homeplus,7846.87172,7846.87172
04/11/2019,AK Plaza,186,186
04/11/2019,GS Retail,1324,1324
04/11/2019,Lotte Department,356,356
04/11/2019,GS25,23,23
04/11/2019,Emart everyday,674.03207,674.03207
04/11/2019,CS Distribution,0,0
04/11/2019,Eland,4437,4437
04/11/2019,Emart,12983.40816,12983.40816
04/11/2019,Emart traders,6227.61516,6227.61516
04/11/2019,Homeplus Express,1045.300292,1045.300292
04/11/2019,Mega Mart,438.7755102,438.7755102
04/11/2019,Costco Korea,7377,7377
04/11/2019,VIC Market,761,761
04/11/2019,Hyundae Department,568.4927114,568.4927114
04/11/2019,Market 999,39.46355685,39.46355685
04/11/2019,Homeplus 365,3.635568513,3.635568513
04/11/2019,Emart24,0,0
04/11/2019,Mini Stop,0,0
04/11/2019,No Brand,841.7067692,841.7067692
04/11/2019,CU,130.3294461,130.3294461
04/11/2019,Shinsegae Department,0,0
04/11/2019,Sampling ,2106.714286,2106.714286
04/11/2019,Loss,33405.21925,33405.21925
04/11/2019,Wholesale,47042.68562,47042.68562
04/11/2019,E-commerce,2329.263265,2329.263265
04/11/2019,Retail,60322.59598,60322.59598
11/11/2019,Lotte Mart,0,0
11/11/2019,Lotte super,0,0
11/11/2019,Homeplus,0,0
11/11/2019,AK Plaza,0,0
11/11/2019,GS Retail,0,0
11/11/2019,Lotte Department,0,0
11/11/2019,GS25,0,0
11/11/2019,Emart everyday,0,0
11/11/2019,CS Distribution,0,0
11/11/2019,Eland,0,0
11/11/2019,Emart,0,0
11/11/2019,Emart traders,0,0
11/11/2019,Homeplus Express,0,0
11/11/2019,Mega Mart,0,0
11/11/2019,Costco Korea,2412,2412
11/11/2019,VIC Market,0,0
11/11/2019,Hyundae Department,0,0
11/11/2019,Market 999,0,0
11/11/2019,Homeplus 365,0,0
11/11/2019,Emart24,0,0
11/11/2019,Mini Stop,0,0
11/11/2019,No Brand,0,0
11/11/2019,CU,0,0
11/11/2019,Shinsegae Department,0,0
11/11/2019,Sampling ,0,0
11/11/2019,Loss,709.791,709.791
11/11/2019,Wholesale,0,0
11/11/2019,E-commerce,130,130
11/11/2019,Retail,2412,2412
18/11/2019,Lotte Mart,A,0
18/11/2019,Lotte super,A,0
18/11/2019,Homeplus,A,0
18/11/2019,AK Plaza,A,0
18/11/2019,GS Retail,A,0
18/11/2019,Lotte Department,A,0
18/11/2019,GS25,A,0
18/11/2019,Emart everyday,A,0
18/11/2019,CS Distribution,A,0
18/11/2019,Eland,A,0
18/11/2019,Emart,A,0
18/11/2019,Emart traders,A,0
18/11/2019,Homeplus Express,A,0
18/11/2019,Mega Mart,A,0
18/11/2019,Costco Korea,A,0
18/11/2019,VIC Market,A,0
18/11/2019,Hyundae Department,A,0
18/11/2019,Market 999,A,0
18/11/2019,Homeplus 365,A,0
18/11/2019,Emart24,A,0
18/11/2019,Mini Stop,A,0
18/11/2019,No Brand,A,0
18/11/2019,CU,A,0
18/11/2019,Shinsegae Department,A,0
18/11/2019,Sampling ,A,0
18/11/2019,Loss,A,0
18/11/2019,Wholesale,A,0
18/11/2019,E-commerce,A,0
18/11/2019,Retail,A,0
25/11/2019,Lotte Mart,A,0
25/11/2019,Lotte super,A,0
25/11/2019,Homeplus,A,0
25/11/2019,AK Plaza,A,0
25/11/2019,GS Retail,A,0
25/11/2019,Lotte Department,A,0
25/11/2019,GS25,A,0
25/11/2019,Emart everyday,A,0
25/11/2019,CS Distribution,A,0
25/11/2019,Eland,A,0
25/11/2019,Emart,A,0
25/11/2019,Emart traders,A,0
25/11/2019,Homeplus Express,A,0
25/11/2019,Mega Mart,A,0
25/11/2019,Costco Korea,A,0
25/11/2019,VIC Market,A,0
25/11/2019,Hyundae Department,A,0
25/11/2019,Market 999,A,0
25/11/2019,Homeplus 365,A,0
25/11/2019,Emart24,A,0
25/11/2019,Mini Stop,A,0
25/11/2019,No Brand,A,0
25/11/2019,CU,A,0
25/11/2019,Shinsegae Department,A,0
25/11/2019,Sampling ,A,0
25/11/2019,Loss,A,0
25/11/2019,Wholesale,A,0
